Tabela/View;Português do Brasil (Nativo);Espanhol
E000UFS;Tabelas - Integrações - Estados;Tablas - Integraciones - Estados
E000UNA;Tabelas - Integrações - Usuários Controle Aprovações;Tabla - Integraciones - Usuarios Control Aprobaciones
E000USU;Tabelas - Integrações - Usuários;Tablas - Integraciones - Usuarios
E000UXP;Tabelas - Integrações - Ligação Usuarios x Produtos;Tablas - Integraciones - Relación Usuarios x Productos
E000VCF;Tabelas - Integrações - Verbas de compra das filiais;Tablas - Integraciones - Fondos de compra de las sucursales
E000WIZ;Cadastros - Processo Inicialização (GO UP);Registros - Proceso Inicialización (GO UP)
E001AGR;Tabelas - Transações - Parâmetros de Impostos da Transação;Tablas - Transacciones - Parámetros de impuestos sobre transacciones
E001EST;Tabelas - Transações - Estoques;Tablas - Transacciones - Stocks
E001ETN;Tabelas - Exclusões de Transações;Tablas - Exclusiones de Transacciones 
E001INE;Tabelas - Transações - Parâmetros de Incentivos Estaduais da Transação;Tablas - Transacciones - Parámetros de incentivos del estado de transacción
E001INT;Tabelas - Transações - Integrações;Tablas - Transacciones - Integraciones 
E001LTE;Tabelas - Transações - Transação por Tipo de Empresa;Tablas - Transacciones - Transacción por Tipo de Empresa
E001LTF;Cadastros - Transações - Ligação Transação X Filial;Registros - Transacciones - Relación Transacción X Sucursal
E001NOF;Tabelas - Naturezas de Operação FAF;Tablas - Naturalezas de Operación FAF
E001RAT;Tabelas - Transações - Rateios;Tablas - Transacciones - Prorrateos
E001TCP;Tabelas - Transações - Compras;Tablas - Transacciones - Compras
E001TCT;Tabelas - Transações - Cota Capital;Tablas - Transacciones - Cuota Capital
E001TCV;Integrações - Varejo - Transação de Cupom X Transação de Nota Consumidor Final;Integraciones - Al por menor - Transacción de Comprobante X Transacción de Factura Consumidor Final
E001TFI;Tabelas - Transações - Financeiro;Tablas - Transacciones - Financiero
E001TIT;Tabelas - Transações - Títulos de Impostos;Tablas - Transacciones - Títulos de Impuestos
E001TMO;Tabelas - Transações - Ligação Transação x Motivos de Ocorrência;Tablas - Transacciones - Relación Transacción x Motivos de incidente
E001TNC;Tabelas - Transações Complementar;Tablas - Transacciones Complementar
E001TNP;Tabelas - Transações - Ligação Transação x Natureza de Operação;Tablas - Transacciones - Relación Transacción x Naturaleza de Operación
E001TNS;Tabelas - Transações;Tablas - Transacciones
E001TPA;Tabelas - Transações - Patrimônio;Tablas - Transacciones - Patrimonio
E001TPC;Tabelas - Transação - Parâmetros Complementares (GO UP);Tablas - Transacción - Parámetros Complementares (Go Up)
E001TPJ;Tabelas - Transações - Projetos;Tablas - Transacciones - Proyectos
E001TVE;Tabelas - Transações - Vendas;Tablas - Transacciones - Ventas
E001TXA;Cadastros - Finanças - Contas a Pagar/Receber - Transações desconsideradas para Ajustes Financeiros;Registros - Finanzas - Cuentas a Pagar/Recibir - Transacciones desconsideradas para Ajustes Financieros
E001TXF;Tabelas - Transação - Ligação Transação X Conta Financeira;Tablas - Integraciones - Servicios
E001TXT;Tabelas - Transação - Ligação Transação Saída X Transação Entrada;Tablas - Transacción - Relación Transacción Salida X Transacción Entrada
E002AXT;Cadastros - Finanças - Contas a Pagar/Receber - Tipos de Título desconsiderados para Ajustes Financeiros;Registros - Finanzas - Cuentas a Pagar/Recibir - Tipos de Título desconsiderados para Ajustes Financieros
E002HTT;Tabelas - Tipos de Título - Contas por Empresa;Tablas - Tipo de Título - Cuentas por Empresa
E002PJF;Cadastros - Finanças - Parâmetros Ajustes Financeiros;Registros - Finanzas - Parámetros Ajustes Financieros
E002PVC;Cadastros - Finanças - Parâmetros Variação Cambial;Registros - Finanzas - Parámetros Variación Cambial
E002PVM;Cadastros - Finanças - Parâmetros Ajuste a Valor de Mercado;Registros - Finanzas - Parámetros Ajuste al Valor de Mercado
E002RAT;Tabelas - Tipos de Título - Rateios;Tablas - Tipos de Título - Prorrateos
E002RXT;Cadastros - Finanças - Contas a Pagar/Receber - Relacionamento entre Tipo de Título;Registros - Finanzas - Cuentas por Pagar/Cobrar - Relación entre Tipo de Título
E002TPT;Tabelas - Tipos de Título;Tablas - Tipos de Título
E002TXN;Cadastros - Finanças - Contas a Pagar/Receber - Relacionamento Tipo de Título X  Natura de Gastos;Registros - Finanzas - Cuentas por Pagar/Cobrar - Relación Tipo de Título X  Naturaleza de Gastos
E002TXT;Cadastros - Finanças - Contas a Pagar/Receber - Relacionamento Tipo de Título X  Transação;Registros - Finanzas - Cuentas por Pagar/Cobrar - Relación Tipo de Título X  Transacción
E003PEM;Cadastros - Controles por Empresa;Maestros - Controles por Empresa
E004CAR;Tabelas - Parâmetros - Carga;Tablas - Parámetros - Carga
E004CPF;Tabelas - Critérios para Pontuação de Fornecedores;Tablas - Criterios para Puntuación de Proveedores
E004PAE;Tabelas - Parâmetros - Análise de Embarque;Tablas - Parámetros -  Análisis de Embarque
E004PAR;Tabelas - Parâmetros - Fluxo de Caixa (2);Tablas - Parámetros - Flujo Caja (2)
E004PAS;Tabelas - Parâmetros - Fluxo de Caixa (2) - Distribuição Títulos Anteriores;Tablas - Parámetros - Flujo Caja (2) Distribución Títulos Anteriores
E004PAT;Tabelas - Parâmetros - Simulação de Transferência de Saldos Bancários;Tablas - Parámetros - Simulación de Transferencia de Saldos Bancarios
E004TPG;Tabelas - Parâmetros - Últimos Parâmetros Solicitados;Tablas - Parámetros - Últimos Parámetros Solicitados 
E005CEL;Tabelas - Células de Produção (Grupos de Trabalho);Tablas - Células de Producción (Grupos de Trabajo) 
E005CEO;Tabelas - Ligação Célula X Estágio/Operação;Tablas - Relación Célula X Etapa/Operación 
E006EEN;Tabelas - Estrutura de Endereços;Tablas - Estructuras de Direcciones
E006PAI;Tabelas - Países;Tablas - Países
E007UFS;Tabelas - Estados;Tablas - Estados
E008CEP;Tabelas - Cep;Tablas - Código Postal
E008ENT;Tabelas - Cidades para RAIS - Valores de entrada dos relatórios municipais;Tablas - Ciudades para RAIS - Valores de entrada de informes municipales
E008ERA;Tabelas - Exclusões de Cidades para RAIS;Tablas -  Exclusiones de Ciudades para RAIS
E008GDM;Tabelas - Cidades para RAIS - Parâmetros para geração das DESIF;Tablas - Ciudades para RAIS* - Parámetros para generación de las DESIF*
E008RAI;Tabelas - Cidades para RAIS - SIG;Tablas - Ciudades para RAIS - SIG
E009PPE;Tabelas - Parâmetros por Estados;Tablas - Parámetros por  Estados
E009PTE;Tabelas - Parâmetros por Transação e Estado;Tablas - Parámetros por Transacción y Estado
E009RAF;Tabelas - Parâmetros - Recuperação de ICMS sobre acréscimo financeiro;Tablas - Parámetros - Recuperación de IVA sobre incremento financiero
E010ACI;Cadastros - Características - Itens dos Agrupamentos;Maestros - Características - Ítems de los Agrupamientos
E010ACR;Cadastros - Características - Relacionamentos dos Agrupamentos;Maestros - Características - Relaciones de los Agrupamientos
E010AGP;Cadastros - Características - Agrupamentos;Maestros - Características - Agrupamientos
E010CCP;Cadastros - Características de Produto - Componentes;Maestros -  Características del Producto - Componentes
E010CTE;Cadastros - Características de Produto;Maestros - Características del Producto
E011CLC;Tabelas - Coleções de Produtos;Tablas - Colecciones de Producto
E011DEF;Tabelas - Defeitos de Fabricação (Não Conformidade);Tablas - Defectos de Fabricación (No Conformidad)
E011PCL;Tabelas - Produtos de Validades de Coleção de Produtos;Tablas - Productos de Validades de Colección de Productos
E011VCL;Tabelas - Validades de Coleções de Produtos;Tablas - Validades de Colecciones de Productos
E012CSP;Cadastros - Famílias - Características;Maestros - Familias - Características
E012DPD;Cadastros - Famílias - Distribuição Proporcional por Derivações;Maestros - Familias - Distribución Proporcional por Derivaciones
E012EFA;Cadastros - Exclusões de Famílias;Registros - Exclusiones de Familias 
E012FAM;Cadastros - Famílias;Maestros - Familias
E012FME;Cadastros - Ligação Família X Máscara Endereçamento Produto;Registros - Relación Familia X Máscara Direccionamiento del producto
E012FXF;Cadastros - Ligação Família X Fornecedor;Registros - Relación Familia X Proveedor
E012FXT;Cadastros - Ligação Família X Transação;Registros - Relación Familia X Transacción
E012LFE;Cadastros - Ligação Família X Estágios Produção;Maestros - Conexión Familia X Etapas Producción
E012LFF;Cadastros - Ligação Faixas da Grade X Famílias;Maestros - Conexión Rangos de la Rejilla x Familias
E012MNF;Cadastros - Minifábricas;Maestros - Minifábricas
E012RAT;Cadastros - Famílias - Rateios;Maestros - Familias - Prorrateos
E013AGP;Cadastros - Formas de Agrupamento para Produtos;Maestros - Formas de Agrupamiento para Productos
E013RAT;Cadastros - Formas de Agrupamento para Produtos - Rateios;Maestros - Formas de Agrupamiento para Productos - Prorrateos
E014CCC;Tabelas - Características de Clientes/Fornecedores - Componentes;Tablas - Características de Clientes/Proveedores - Componentes
E014CCL;Tabelas - Características de Clientes/Fornecedores;Tablas - Características de Clientes/Proveedores
E015EME;Cadastros - Exclusões de Unidades de Medida;Registros - Exclusiones de Unidades de Medida 
E015MED;Cadastros - Unidades de Medida;Maestros - Unidades de Medida
E015TCU;Cadastros - Unidades de Medida - Conversões;Maestros - Unidades de Medida - Conversiones
E016APV;Tabelas - Aplicações de vendas;Tablas - Aplicaciones de ventas
E016PVP;Tabelas - Períodos de  Produção/Vendas;Tablas - Períodos de Producción/Ventas 
E017DRL;Tabelas - Configuração de leiaute do Recebimento Eletrônico - Campos;Tablas - Configuración de diseño del Recibimiento Electrónico - Campos
E017LRE;Tabelas - Configuração de leiaute do Recebimento Eletrônico;Tablas - Configuración de diseño de Recibimiento Electrónico
E017REL;Tabelas - Configuração de leiaute do Recebimento Eletrônico - Registros;Tablas - Configuración de diseño de Recibimiento Electrónico - Registros
E017RVE;Tabelas - Regiões de Venda;Tablas - Regiones de Venta
E018LMN;Motivos de Parada - Ligação com Equipamento e Serviço de Manutenção;Motivos de Parada - Relación con Equipamiento y Servicio de Mantenimiento
E018MTV;Tabelas - Motivos de Parada de Recurso/Equipamento;Tablas - Motivos de Parada de Recurso/Equipamiento
E019ALE;Alíquota de partilha de ICMS para venda não presencial entre estados;Alícuota de intercambio de ICMS* para venta no presencial entre estados
E019ANP;Cadastros - Produtos - Código ANP;Registros - Productos - Código ANP
E019ICM;Tabelas - ICMS Especial - Por Estado;Tablas - IVA Especial - Por Estado
E019RED;Tabelas - Redução de Impostos - Por Estado;Tablas - Reducción de Impuestos - Por Estado
E019RET;Tabelas - Controle de Retenção de Impostos;Tablas - Control de Retención de Impuestos
E019SUB;Tabelas - Substituição de ICMS -  Por Estado;Tablas - Substitución del IVA - Por Estado
E019TIC;Tabelas - ICMS Especial;Tablas - IVA Especial
E019TIM;Cadastros - Tabela de partilha ICMS Monofásico;Inscripciones - Mesa de reparto ICMS monofásico
E019TRD;Tabelas - Redução de Impostos;Tablas - Reducción de Impuestos 
E019TST;Tabelas - Substituição de ICMS;Tablas - Substitución del IVA
E019VST;Tabelas - Substituições de impostos - Validades;Tablas - Substituciones de impuestos - Validades
E020AID;Tabelas - Séries de Notas Fiscais - Autorização para Impressão de Documentos Fiscais;Tablas - Series de Facturas - Autorización para Impresión de Documentos Fiscales
E020MSL;Cadastros - Movimentação dos Selos de IPI;Registro - Mover de los Sellos de IPI
E020PAR;Tabelas - Séries de Notas Fiscais - Parcelas;Tablas - Series de Facturas - Cuotas
E020RJE;Cadastros - Relacionamento série do ERP X JDE;Registros - Relaciones serie del ERP X JDE
E020SCO;Cadastros - Relacionamento entre série origem e destino;Registros - Relación entre serie origen y destino
E020SEL;Cadastros - Controle dos Selos de IPI;Registros - Control de los Sellos de IPI
E020SNF;Tabelas - Séries de Notas Fiscais;Tablas - Series de Facturas
E021FCO;Tabelas - Formas de Correspondência;Tablas - Formas de Correspondencia
E021LMS;Tabelas - Liga Motivos e Aplicações a Possíveis Soluções;Tablas - Relaciona Motivos y Aplicaciones a Posibles Soluciones
E021MOT;Tabelas - Motivos das Situações das Tabelas;Tablas - Motivos de las Situaciones de las Tablas
E021SLC;Tabelas - Possíveis Soluções Para Motivos Diversos;Tablas - Posibles Soluciones Para Motivos Diversos
E022CLF;Tabelas - Classificações Fiscais;Tablas - Clasificaciones Fiscales
E022NBS;Cadastro da nomenclatura brasileira de serviços - NBS;Registro de la nomenclatura brasileña de servicios - NBS
E022VCL;Tabelas - Alterações de Classificações Fiscais;Tablas - Alteraciones de Clasificaciones Fiscales
E023AXG;Cadastros - Finanças - Contas a Pagar/Receber - Grupos de Contas desconsiderados para Ajustes Financeiros;Registros - Finanzas - Cuentas a Pagar/Recibir - Grupos de Cuentas desconsiderados para Ajustes Financieros
E023CRP;Tabelas - Grupos de Contas a Receber ou Pagar;Tablas - Grupos de Cuentas a Recibir o Pagar
E023HRP;Tabelas - Grupos de Contas a Receber ou Pagar - Contas por Empresa;Tablas - Grupos de Cuentas a Recibir o Pagar - Cuentas por Empresa
E023RAT;Tabelas - Grupos de Contas a Receber ou Pagar - Rateios;Tablas - Grupos de Cuentas a Recibir o Pagar - Prorrateos
E024MSD;Tabelas - Mensagens para Nota Fiscal de Saída e Contrato de Venda - Campos dinâmicos;Tablas - Mensajes para Factura de Salida y contrato de Venta - Campos dinámicos
E024MSG;Tabelas - Mensagens para Nota Fiscal de Saída e Contrato de Venda;Tablas - Mensajes CF
